Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_10,SMA_20,EMA_10,RSI_14,Volatility_10,ATR_14
1981-01-12,0.0011417211088722,0.0011308840687785,0.0011397168181734,0.0011262982597056,0.0008922994789809,0.0030066903388186,0.0011018520358057882,0.0011688892477493623,0.0010335417007429207,0.0011113202983527356,0.6061794596775011,0.001565148838325686,0.0010421646978712672
1981-01-13,0.0010729428023936,0.0010627585953421,0.0010775504982535,0.0010648638605447,0.0008436281368791,0.0029191461422064,0.0010825454917459858,0.001138438615054359,0.0010384300736896287,0.001096533551919606,0.525000971849883,0.0014248576802734425,0.0010130313458657798
1981-01-14,0.0010729428023936,0.0010695711244942,0.0010844578466394,0.0010716898846431,0.0008490359321526,0.0017388088706421,0.0010797874245443476,0.001113524459351131,0.001047857651418848,0.0010856964484787805,0.48705735831970276,0.001265789428945686,0.0009371987144768936
1981-01-15,0.0011073320474619,0.001110446481322,0.0011189947730157,0.0011058201874104,0.0008760752730246,0.0017086212166379,0.001090819730175068,0.0010976070856896414,0.001064617788568129,0.0010831354793617801,0.4481172314808927,0.0011185769680390825,0.0008689687027607447
1981-01-16,0.0011004542351799,0.0010900088938655,0.0011051798917971,0.0010921679569384,0.000865259773604,0.0016180582546253,0.0010811664581451665,0.0010782294069781883,0.0010789337345822225,0.0010785178200355616,0.28059325422367737,0.0007945674701915398,0.0006671240346724712
1981-01-19,0.0011967439744449,0.0011921971949776,0.001208790670926,0.0011945588652402,0.000946378160725,0.0054156651283541,0.0010949568678017944,0.0010733849873003503,0.0010963922127218341,0.0010936569907727962,0.3630258711291638,0.0006182852344394002,0.0007570610425532785
1981-01-20,0.0011485991048124,0.0011376967798455,0.0011535315149452,0.0011399503079025,0.0009031147961491,0.0038670384779384,0.0011101262742349717,0.0010713087968784638,0.0011065181267794475,0.0010959543685335198,0.35909030415223314,0.0005841931639279707,0.000765032658336252
1981-01-21,0.0011761103539406,0.0011785719547585,0.0011880684413215,0.0011740806106697,0.0009301540458949,0.0019561599794723,0.0011308118518955934,0.0010803055789202025,0.0011145490225280062,0.0011041397931270812,0.4254188461152255,0.0006466038176359577,0.000753968859048986
1981-01-22,0.0011967439744449,0.0011990097241298,0.001208790670926,0.0011945588652402,0.000946378160725,0.004603617235641,0.0011487393623546781,0.0010948388379537163,0.0011201357411269807,0.0011146204233022214,0.42541901047970465,0.0006447785037209876,0.0007526675337984809
1981-01-23,0.0011967439744449,0.0011921971949776,0.0012018831380933,0.0011877326588666,0.0009409700920729,0.0013252380107845,0.0011680459064144807,0.0010996832576315543,0.0011208340774554772,0.0011219343070375232,0.4501981543419696,0.0006983226295254011,0.0007082392919951028
