Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_10,SMA_20,EMA_10,RSI_14,Volatility_10,ATR_14
1980-12-12,0.0009697752508465,0.0009673828233821,0.0009808472519573,0.0009692991586165,0.0007679181829152,0.0630227652645759,,,,0.0009692991586165,,,
1980-12-15,0.0008941190402567,0.000885632200684,0.0008979587024329,0.0008873865048851,0.0007030236372456,0.0235161824692746,,,,0.0009544059488471545,,,
1980-12-16,0.0007840735845986,0.0007766312794623,0.0007874407593649,0.0007781697547601,0.0006164975459774,0.014061409235158,,,,0.0009223630044676899,,,
1980-12-17,0.0008115849255558,0.0008106940161805,0.0008219775935178,0.0008122999663897,0.0006435368868494,0.0114622522253961,,,,0.0009023515429989644,,,
1980-12-18,0.0008528519829063,0.0008515693730083,0.00086342186828,0.0008532562932554,0.000675984478626,0.0097113682931523,0.00086008233558136,,,0.0008934251339546799,,,
1980-12-19,0.0009422638180602,0.0009401325248587,0.0009532176739669,0.0009419948799476,0.0007462866373166,0.0063665762294865,0.0008546214798475799,,,0.0009022559968624835,,,
1980-12-22,0.001017920120479,0.0010150707093621,0.0010291988751054,0.0010170815095806,0.0008057733877127,0.0048481372330751,0.00088056048078668,,,0.0009231333628112319,,,
1980-12-23,0.0010866984269577,0.0010831961827985,0.0010982725434112,0.0010853419328399,0.0008598518872043,0.006140168824455,0.00094199491640264,,,0.0009526258300891716,,,
1980-12-24,0.0011761103539406,0.0011717594256063,0.0011880684413215,0.0011740806106697,0.0009301540458949,0.0062820507982747,0.00101435104525864,,,0.0009928903356492677,,,
1980-12-26,0.0013411785833424,0.0013352608529175,0.0013538455403704,0.0013379059181325,0.001059943501739,0.0073023935036168,0.00111128097023406,0.00098568165290771,,0.0010556204415553098,,0.00017415572598540827,
1980-12-29,0.0013686898324706,0.0013625109695261,0.001381474933914,0.0013652100145262,0.0010815748650851,0.0123678818455222,0.00119592399714978,0.00102527273849868,,0.0011119094548227445,,0.000211100503344955,
1980-12-30,0.0013274227751202,0.0013148230835462,0.0013331233107659,0.0013174276635621,0.00104371984254,0.0090955401514665,0.00125599322794608,0.00106827685436638,,0.0011492764018662636,,0.00022333809686847438,
1980-12-31,0.0012724000932056,0.0012603226684141,0.0012778643392318,0.0012628192884995,0.001000456842469,0.0046307861242448,0.001291488699078,0.00111674180774032,,0.0011699205630723065,,0.0002052411216097295,
1981-01-02,0.0012861557177697,0.0012875729669375,0.0012985863843895,0.0012832973607948,0.0010166798637844,0.0027319826873804,0.00131333204910302,0.00116384154718083,,0.001190534526294578,67.42423966567816,0.00018011950506115104,7.23973843649857e-05
1981-01-05,0.0012517666563594,0.0012398850809576,0.0012571422940741,0.0012423412162043,0.0009842333655226,0.0046277673588444,0.00129421910871738,0.0012027500394757198,,0.001199953924459982,64.49276119489411,0.00014397052757249447,7.646000639444283e-05
1981-01-06,0.0011692325416586,0.001158134367302,0.0011742537445497,0.0011604285624729,0.000919338455348,0.0058986675924213,0.00125326281830672,0.00122459340772825,,0.0011927674950077852,64.49276119489413,0.00011332065719037676,7.649857003514284e-05
1981-01-07,0.0010935762392397,0.0010831961827985,0.0010982725434112,0.0010853419328399,0.0008598518872043,0.0073174873306189,0.00120684567216228,0.0012314194500541802,,0.0011732355746136242,66.9172923273293,0.00010079571141776275,7.410408105311427e-05
1981-01-08,0.0010591871778294,0.0010491335370377,0.0010637358014817,0.0010512118123479,0.0008328123640798,0.0051802014271213,0.00116452417693196,0.0012280064380049802,,0.001151049436019856,63.15790371881996,0.00010669668541223968,7.356126369915e-05
1981-01-09,0.0011417211088722,0.0011376967798455,0.0011535315149452,0.0011399503079025,0.0009031147961491,0.0027108513295774,0.0011358547663535,0.00122459340772826,,0.0011490314127257913,65.0000023841874,0.00010913144141088577,7.72182494639357e-05
1981-01-12,0.0011417211088722,0.0011308840687785,0.0011397168181734,0.0011262982597056,0.0008922994789809,0.0030066903388186,0.00111264617505376,0.00120343264188557,0.00109455714739664,0.0011448981121766656,60.46512301857441,0.00010516203082225722,7.072573935054284e-05
1981-01-13,0.0010729428023936,0.0010627585953421,0.0010775504982535,0.0010648638605447,0.0008436281368791,0.0029191461422064,0.00109353323466812,0.0011733980264874199,0.0010993353824930501,0.0011303464300617626,52.75590733295141,9.634433742375029e-05,6.903543000809285e-05
1981-01-14,0.0010729428023936,0.0010695711244942,0.0010844578466394,0.0010716898846431,0.0008490359321526,0.0017388088706421,0.00109080282502876,0.0011488242485955201,0.00110855055148095,0.0011196816036220057,49.152545057748185,8.634645096312687e-05,6.463564088409997e-05
1981-01-15,0.0011073320474619,0.001110446481322,0.0011189947730157,0.0011058201874104,0.0008760752730246,0.0017086212166379,0.0011017245000412598,0.00113312433848661,0.001124933073113465,0.0011171613461289863,45.45454766140136,7.709373423651529e-05,6.0676953733457125e-05
1981-01-16,0.0011004542351799,0.0010900088938655,0.0011051798917971,0.0010921679569384,0.000865259773604,0.0016180582546253,0.00109216802984844,0.00111401139810097,0.0011389264726409,0.0011126170935488798,29.54542558054021,5.6728827068656844e-05,4.896597972232855e-05
1981-01-19,0.0011967439744449,0.0011921971949776,0.001208790670926,0.0011945588652402,0.000946378160725,0.0054156651283541,0.0011058201509553602,0.00110923316300456,0.00115599160124014,0.0011275155974927562,37.37374118804682,4.564899332833834e-05,5.418410102276428e-05
1981-01-20,0.0011485991048124,0.0011376967798455,0.0011535315149452,0.0011399503079025,0.0009031147961491,0.0038670384779384,0.00112083744042692,0.00110718533754752,0.001165889372637885,0.0011297764539308914,36.99999519348234,4.350621092307679e-05,5.4646612052385714e-05
1981-01-21,0.0011761103539406,0.0011785719547585,0.0011880684413215,0.0011740806106697,0.0009301540458949,0.0019561599794723,0.00114131558563224,0.0011160592053305,0.0011737393276923399,0.0011378317551561292,43.29896736935526,4.74288958366115e-05,5.400469335745715e-05
1981-01-22,0.0011967439744449,0.0011990097241298,0.001208790670926,0.0011945588652402,0.000946378160725,0.004603617235641,0.0011590633211982,0.00113039391061973,0.001179200174312355,0.0011481457751714148,43.29898297843169,4.73141697292674e-05,5.392919081219286e-05
1981-01-23,0.0011967439744449,0.0011921971949776,0.0012018831380933,0.0011877326588666,0.0009409700920729,0.0013252380107845,0.00117817626158384,0.00113517214571614,0.0011798827767222,0.0011553433903887212,45.65216507939578,5.0679568455647e-05,5.135147602761429e-05
1981-01-26,0.0011692325416586,0.001158134367302,0.0011742537445497,0.0011604285624729,0.000919338455348,0.0031334784856363,0.00117135020103038,0.0011385851759928701,0.00117100890893922,0.0011562679671312992,50.0,5.116250895965373e-05,4.745086478920715e-05
1981-01-27,0.0011623547293765,0.0011513218381498,0.0011604390477779,0.0011467765142761,0.0009085230470537,0.0030066903388186,0.0011727154423051,0.00114677644136601,0.001160087233926715,0.0011545422484303537,56.00000996907856,4.4120690906685485e-05,4.2584746549828586e-05
1981-01-28,0.0011004542351799,0.0010900088938655,0.0011051798917971,0.0010921679569384,0.000865259773604,0.0036074246535023,0.00115633291155884,0.00114882424859554,0.00114882424859553,0.0011432014681590893,53.84613541223227,4.058171279616538e-05,4.405326259328572e-05
1981-01-29,0.0010385535573252,0.0010286957676664,0.0010430135718772,0.0010307335577774,0.0008165889782596,0.0057296167299978,0.00112356785006628,0.00114131558563224,0.0011372199620594248,0.0011227527571806004,39.18920771928161,5.4113194638399746e-05,4.1278440212907156e-05
1981-01-30,0.0009560196262824,0.0009469452359257,0.0009532176739669,0.0009419948799476,0.0007462866373166,0.0060375308008407,0.00107442029428248,0.00112629827793316,0.001120154838017065,0.001089887688592782,34.11766405994311,8.260494975004487e-05,4.661573183631431e-05
1981-02-02,0.0008597297951883,0.0008515693730083,0.00086342186828,0.0008532562932554,0.000675984478626,0.0030157466350199,0.00101298584043898,0.00109216802073468,0.0011007005918696202,0.0010468637985314398,32.58428837277954,0.0001153043665752088,4.853614916315716e-05
1981-02-03,0.0009078746648208,0.0009060697881404,0.000918680839814,0.000907864668318,0.0007192471141921,0.0023938809625333,0.0009652034712473601,0.00106895945677623,0.001088072397161875,0.0010215912294017234,37.500012169274314,0.00012734645521249657,5.180976062486431e-05
1981-02-04,0.0009628974385644,0.00096057029423,0.0009739399035714,0.0009624731345181,0.0007625103876418,0.0035681807032968,0.0009392645067632999,0.00104779870916107,0.001081928957245785,0.0010108424848774282,39.39395042817735,0.00012550572555887563,5.315049968777859e-05
1981-02-05,0.0009628974385644,0.0009673828233821,0.0009739399035714,0.0009624731345181,0.0007625103876418,0.0008814794969227,0.00092561242211144,0.00102459013608886,0.001077492023354295,0.0010020480575393684,40.20620387218884,0.00011648591520381796,5.284017650980717e-05
1981-02-06,0.0009697752508465,0.0009673828233821,0.0009808472519573,0.0009692991586165,0.0007679181829152,0.0016814523280341,0.0009310732778452201,0.0010027467860638502,0.001068959465889995,0.000996093712280665,30.120491036686857,0.00010208439102377345,4.582241961349289e-05
1981-02-09,0.0009009968525388,0.0008924447298361,0.0008979587024329,0.0008873865048851,0.0007030236372456,0.0020708730646883,0.00093789932017116,0.0009754425803050699,0.0010570138781489699,0.0009763287654814713,28.73564682479814,9.115326614322638e-05,4.7250444141042876e-05
1981-02-10,0.0008872411361456,0.000885632200684,0.0008979587024329,0.0008873865048851,0.0007030236372456,0.0022852054081182,0.0009338036874845801,0.0009495035793659699,0.00104814001036599,0.0009601574453730401,24.390254624898432,7.184125953825996e-05,4.45685915788143e-05
1981-02-11,0.0008459741706242,0.000837944314704,0.0008496070792848,0.000839604153921,0.0006651682501956,0.0016784335626337,0.0009092298913651601,0.00092424719906423,0.001036535723829885,0.0009382386651090327,19.767439694200192,5.943849367571029e-05,4.562088657344287e-05
1981-02-12,0.0008322184542311,0.0008243191654423,0.000835792382513,0.0008259521057242,0.000654352750775,0.0017750340554471,0.0008819256856063799,0.00090376905385891,0.001022542319745575,0.0009178229270390631,19.540234647764137,5.3671270243720836e-05,4.618950911812859e-05
1981-02-13,0.0008047071132738,0.0007970689578762,0.0008012554561367,0.0007918218029569,0.0006273135921554,0.0013161817145832,0.00084643021447446,0.00088875174615984,0.0010075250120465,0.0008949136317513971,19.318181473366522,6.212999378117531e-05,4.6138427424085726e-05
1981-02-17,0.000825340641949,0.0008243191654423,0.000835792382513,0.0008259521057242,0.000654352750775,0.0014671199846042,0.0008341433346422801,0.00088602132740672,0.0009890946740707001,0.0008823751724737249,24.175827561655097,6.442096013420926e-05,4.8628702797871436e-05
1981-02-18,0.0008872411361456,0.0008924447298361,0.0008979587024329,0.0008873865048851,0.0007030236372456,0.002405956024135,0.0008341433346422801,0.00088397351106343,0.00097646648391983,0.0008832863238212475,33.695655644277196,6.397337778859703e-05,4.971720110487858e-05
1981-02-19,0.0008047071132738,0.0007970689578762,0.000808162896746,0.0007986479181929,0.0006327209317976,0.0028195268839926,0.00082595208749666,0.0008675909894309099,0.0009576948492959899,0.0008678975227979116,32.291670578224,6.259901788094125e-05,5.163472665751428e-05
1981-02-20,0.000729050902684,0.0007221308643302,0.0007321816956075,0.0007235612885599,0.0005732344547802,0.0030972533008312,0.0008054739240637999,0.0008436998048350901,0.0009341449704619751,0.0008416545711182731,32.97872476418098,6.77427975832578e-05,5.11153503725857e-05
1981-02-23,0.0007428065272481,0.0007425685427441,0.0007529038329886,0.0007440394519928,0.0005894582051054,0.0017146587474387,0.00079591745387098,0.00082117383417272,0.0009119603101182851,0.0008239063676409142,40.47618858398568,5.810390533363342e-05,4.675228162182856e-05
1981-02-24,0.0007084173740088,0.0007016931859163,0.0007045522098405,0.0006962571010287,0.0005516028180553,0.0021010607186925,0.00076997845293188,0.00080206089378708,0.000888751737046075,0.0008006974100750571,31.32530391813087,6.493723627031158e-05,4.510383301596428e-05
